expense_id,amount,merchant,description,category
EXP05807,121.81,Eye Care Center,eye examination,healthcare
EXP05808,37.82,ComEd,monthly electric bill,utilities
EXP05809,36.14,Shell,car wash service,transport
EXP05810,161.24,Enterprise Rental,car rental,travel
EXP05811,219.43,Costco,bulk snacks,shopping
EXP05812,49.3,Planet Fitness,gym access,fitness
EXP05813,17.59,Netflix,video streaming service,entertainment
EXP05814,149.38,Amazon Tech,computer parts,technology
EXP05815,758.5,Delta Airlines,business trip flight,travel
EXP05816,12.15,Netflix,video streaming service,entertainment
EXP05817,26.26,PlayStation Store,DLC purchase,entertainment
EXP05818,102.5,Dental Office,teeth cleaning,healthcare
EXP05819,2087.92,Housing Authority,housing payment,rent
EXP05820,249.42,Airbnb,weekend rental,travel
EXP05821,47.12,Planet Fitness,workout membership,fitness
EXP05822,137.78,Coursera,online course,education
EXP05823,99.44,Coursera,online course,education
EXP05824,183.65,Verizon,monthly phone plan,utilities
EXP05825,17.31,Netflix,premium subscription,entertainment
EXP05826,6288.54,University,student fees,education
EXP05827,43.29,Domino's,two medium pizzas,food
EXP05828,22.64,Domino's,two medium pizzas,food
EXP05829,240.07,Airbnb,holiday rental,travel
EXP05830,511.84,Blue Cross Blue Shield,medical coverage,insurance
EXP05831,64.74,H&M,jeans and tops,shopping
EXP05832,52.27,Eye Care Center,eyeglasses,healthcare
EXP05833,497.71,Campus Bookstore,study materials,education
EXP05834,1613.97,Real Estate Rental,property rental,rent
EXP05835,134.72,State Farm,auto coverage,insurance
EXP05836,57.32,Pizza Hut,large pepperoni pizza,food
EXP05837,175.35,Concert Venue,festival pass,entertainment
EXP05838,117.94,Peoples Gas,gas service charge,utilities
EXP05839,119.93,Udemy,professional development,education
EXP05840,527.24,Campus Bookstore,course materials,education
EXP05841,96.77,Peoples Gas,winter heating,utilities
EXP05842,93.38,Trader Joe's,frozen meals,food
EXP05843,54.29,Waste Management,waste disposal,utilities
EXP05844,11.26,Disney+,annual subscription,entertainment
EXP05845,16.59,Netflix,monthly renewal,entertainment
EXP05846,31.4,Planet Fitness,gym access,fitness
EXP05847,103.79,CVS Pharmacy,over-the-counter medicine,healthcare
EXP05848,14.97,Chipotle,chicken burrito,food
EXP05849,1530.26,Real Estate Rental,property rental,rent
EXP05850,32.73,Amazon,household essentials,shopping
EXP05851,120.93,Progressive,auto insurance premium,insurance
EXP05852,243.13,Family Clinic,doctor visit,healthcare
EXP05853,626.09,Samsung,phone accessories,technology
EXP05854,258.22,State Farm,auto insurance,insurance
EXP05855,19.62,Lyft,shared ride,transport
EXP05856,46.59,Walgreens,prescription drugs,healthcare
EXP05857,123.07,Xfinity,broadband service,utilities
EXP05858,89.87,Xfinity,broadband service,utilities
EXP05859,141.26,Eye Care Center,contact lenses,healthcare
EXP05860,1269.96,Landlord Services,residential rent,rent
EXP05861,5178.07,University,course registration,education
EXP05862,134.71,State Farm,auto insurance,insurance
EXP05863,1785.06,Housing Authority,rental assistance,rent
EXP05864,53.0,Verizon,mobile service,utilities
EXP05865,115.02,Dental Office,teeth cleaning,healthcare
EXP05866,241.84,Macy's,jewelry gift,shopping
EXP05867,76.14,H&M,seasonal wear,shopping
EXP05868,157.09,Water Department,municipal water,utilities
EXP05869,149.83,Personal Trainer,exercise coaching,fitness
EXP05870,1578.24,Real Estate Rental,property rental,rent
EXP05871,43.25,AMC Theaters,weekend movie,entertainment
EXP05872,16.45,Google Play,app purchase,technology
EXP05873,63.87,Water Department,water and sewer bill,utilities
EXP05874,618.72,Apple Store,charging accessories,technology
EXP05875,140.85,Physical Therapy,physical treatment,healthcare
EXP05876,172.14,Dental Office,dental examination,healthcare
EXP05877,254.34,Airbnb,holiday rental,travel
EXP05878,1257.29,Apple Store,iPhone purchase,technology
EXP05879,426.87,Dental Office,dental checkup,healthcare
EXP05880,97.61,MetLife,additional insurance,insurance
EXP05881,1147.58,Housing Authority,housing payment,rent
EXP05882,152.45,Progressive,driving insurance,insurance
EXP05883,1400.11,Real Estate Rental,real estate rent,rent
EXP05884,151.54,Sports Authority,sports equipment,fitness
EXP05885,116.81,Chevron,fuel and coffee,transport
EXP05886,113.38,Whole Foods,prepared meals,food
EXP05887,34.82,Domino's,pizza pickup order,food
EXP05888,265.89,Amazon,books and supplies,shopping
EXP05889,323.2,Hilton Hotels,business stay,travel
EXP05890,24.4,Pizza Hut,breadsticks and wings,food
EXP05891,871.51,Samsung,tech gadget,technology
EXP05892,394.23,Blue Cross Blue Shield,monthly health plan,insurance
EXP05893,208.06,Sports Authority,athletic supplies,fitness
EXP05894,114.2,Chevron,fuel and coffee,transport
EXP05895,99.48,Xfinity,internet service,utilities
EXP05896,169.51,Coursera,professional course,education
EXP05897,49.12,Planet Fitness,workout membership,fitness
EXP05898,162.81,Southwest Airlines,family vacation flight,travel
EXP05899,54.42,CVS Pharmacy,over-the-counter medicine,healthcare
EXP05900,394.04,Southwest Airlines,business travel,travel
EXP05901,43.74,Coursera,certification program,education
EXP05902,175.05,State Farm,monthly car insurance,insurance
EXP05903,268.75,Airbnb,short-term rental,travel
EXP05904,148.37,Verizon,wireless service,utilities
EXP05905,51.7,Water Department,water and sewer bill,utilities
EXP05906,90.06,Whole Foods,weekly shopping,food
EXP05907,292.1,Best Buy,computer mouse,shopping
EXP05908,102.33,Allstate,home insurance,insurance
EXP05909,17.74,Subway,veggie delite,food
EXP05910,230.2,Southwest Airlines,weekend trip flight,travel
EXP05911,223.11,Expedia,travel reservation,travel
EXP05912,17.81,Starbucks,grande latte,food
EXP05913,1947.2,Apartment Complex,monthly housing,rent
EXP05914,15.36,KFC,colonel's meal,food
EXP05915,245.61,Southwest Airlines,family vacation flight,travel
EXP05916,10.61,Subway,foot-long sandwich,food
EXP05917,283.69,Amazon Tech,electronics order,technology
EXP05918,177.42,Parking Authority,airport parking,transport
EXP05919,62.64,Enterprise Rental,travel vehicle,travel
EXP05920,244.85,Campus Bookstore,study materials,education
EXP05921,74.74,Uber,ride to airport,transport
EXP05922,1666.23,Landlord Services,monthly rent,rent
EXP05923,75.99,Progressive,monthly auto premium,insurance
EXP05924,949.22,Expedia,vacation package,travel
EXP05925,34.4,Water Department,monthly water service,utilities
EXP05926,17.14,Parking Authority,monthly parking pass,transport
EXP05927,437.88,Amazon Tech,tech gadgets,technology
EXP05928,16.95,Pizza Hut,personal pan pizza,food
EXP05929,940.49,Property Management,monthly apartment rent,rent
EXP05930,381.24,Amazon Tech,tech gadgets,technology
EXP05931,551.89,Blue Cross Blue Shield,healthcare premium,insurance
EXP05932,24.18,BP,diesel fuel,transport
EXP05933,27.63,Domino's,garlic bread,food
EXP05934,122.98,Macy's,dress shirt,shopping
EXP05935,39.69,Khan Academy,academic support,education
EXP05936,40.33,PlayStation Store,digital game,entertainment
EXP05937,130.99,Airbnb,travel accommodation,travel
EXP05938,37.78,Uber,ride home,transport
EXP05939,215.13,Allstate,property insurance,insurance
EXP05940,61.29,LA Fitness,monthly gym dues,fitness
EXP05941,1770.21,Apartment Complex,monthly housing,rent
EXP05942,94.84,Verizon,wireless service,utilities
EXP05943,66.3,PlayStation Store,PS Plus subscription,entertainment
EXP05944,116.55,Liberty Mutual,term life insurance,insurance
EXP05945,133.69,State Farm,vehicle coverage,insurance
EXP05946,284.57,Dental Office,cavity filling,healthcare
EXP05947,76.24,Concert Venue,band performance,entertainment
EXP05948,466.26,Best Buy,laptop computer,technology
EXP05949,1139.22,Landlord Services,rental fee,rent
EXP05950,45.0,Chevron,gasoline purchase,transport
EXP05951,341.31,Family Clinic,routine examination,healthcare
EXP05952,223.71,Best Buy,phone charger,technology
EXP05953,124.3,AT&T,internet and phone,utilities
EXP05954,64.1,Udemy,business course,education
EXP05955,3.72,Metro Transit,subway ticket,transport
EXP05956,178.43,Amazon Books,study materials,education
EXP05957,30.28,ComEd,electricity usage,utilities
EXP05958,47.41,CVS Pharmacy,pharmacy pickup,healthcare
EXP05959,106.69,Allstate,property premium,insurance
EXP05960,185.07,Hilton Hotels,conference hotel,travel
EXP05961,516.81,Campus Bookstore,school supplies,education
EXP05962,128.46,Parking Authority,event parking,transport
EXP05963,62.31,LA Fitness,gym membership fee,fitness
EXP05964,319.4,Allstate,home insurance,insurance
EXP05965,91.61,Personal Trainer,workout training,fitness
EXP05966,514.81,Samsung,Galaxy smartphone,technology
EXP05967,1720.19,Apartment Complex,apartment rent,rent
EXP05968,278.91,Amazon Books,reference books,education
EXP05969,11.55,Disney+,streaming subscription,entertainment
EXP05970,10.66,Spotify,family music plan,entertainment
EXP05971,72.05,Walmart,weekly groceries,shopping
EXP05972,15.88,Udemy,skill training,education
EXP05973,264.67,Blue Cross Blue Shield,healthcare premium,insurance
EXP05974,47.11,Water Department,monthly water service,utilities
EXP05975,702.88,Best Buy,computer mouse,technology
EXP05976,66.34,PlayStation Store,gaming content,entertainment
EXP05977,27.93,Uber,ride to airport,transport
EXP05978,101.81,Chevron,full tank gas,transport
EXP05979,96.69,Walmart,clothing basics,shopping
EXP05980,84.58,Amazon Tech,tech gadgets,technology
EXP05981,194.38,ComEd,energy charges,utilities
EXP05982,1920.4,Apartment Complex,monthly housing,rent
EXP05983,75.64,Shell,premium gasoline,transport
EXP05984,39.53,Pizza Hut,medium cheese pizza,food
EXP05985,2151.57,Housing Authority,housing payment,rent
EXP05986,30.49,Chevron,car maintenance,transport
EXP05987,140.97,AT&T,internet and phone,utilities
EXP05988,78.21,Eye Care Center,optical services,healthcare
EXP05989,854.9,Microsoft Store,Windows software,technology
EXP05990,597.93,Blue Cross Blue Shield,health insurance premium,insurance
EXP05991,410.48,Apple Store,iPad tablet,technology
EXP05992,236.73,Home Depot,lighting fixtures,shopping
EXP05993,14.04,Starbucks,breakfast sandwich,food
EXP05994,10.84,KFC,zinger burger combo,food
EXP05995,98.35,Enterprise Rental,business trip rental,travel
EXP05996,338.33,Costco,household bulk items,shopping
EXP05997,12.85,CVS Pharmacy,vitamins and supplements,healthcare
EXP05998,1622.39,Apartment Complex,monthly housing,rent
EXP05999,1082.25,Property Management,rental payment,rent
EXP06000,195.09,Verizon,monthly phone plan,utilities
EXP06001,182.98,Liberty Mutual,term life insurance,insurance
EXP06002,448.31,Campus Bookstore,textbook purchase,education
EXP06003,53.13,Macy's,cosmetics,shopping
EXP06004,17.38,Starbucks,breakfast sandwich,food
EXP06005,85.08,State Farm,monthly car insurance,insurance
EXP06006,13.74,Lyft,shared ride,transport
EXP06007,52.86,Nike Store,exercise equipment,fitness
EXP06008,195.23,Southwest Airlines,weekend trip flight,travel
EXP06009,28.09,Shell,convenience items,transport
EXP06010,246.36,Amazon Books,textbooks,education
EXP06011,109.44,Walgreens,health products,healthcare
EXP06012,415.61,Dental Office,cavity filling,healthcare
EXP06013,258.56,Hilton Hotels,hotel reservation,travel
EXP06014,284.17,Amazon,clothing order,shopping
EXP06015,456.34,Samsung,phone accessories,technology
EXP06016,24.38,Metro Transit,public transport,transport
EXP06017,51.92,Nike Store,fitness gear,fitness
EXP06018,133.95,Concert Venue,band performance,entertainment
EXP06019,1060.69,Apple Store,iPad tablet,technology
EXP06020,116.76,Physical Therapy,injury recovery,healthcare
EXP06021,379.27,Costco,bulk groceries,shopping
EXP06022,44.02,Trader Joe's,specialty items,food
EXP06023,62.36,Chevron,full tank gas,transport
EXP06024,294.16,Amazon Tech,tech gadgets,technology
EXP06025,17.02,Google Play,app purchase,technology
EXP06026,102.42,Macy's,jewelry gift,shopping
EXP06027,903.03,Expedia,travel reservation,travel
EXP06028,1653.75,Apartment Complex,monthly housing,rent
EXP06029,27.89,Khan Academy,learning platform,education
EXP06030,60.58,Trader Joe's,frozen meals,food
EXP06031,107.73,Peoples Gas,monthly gas usage,utilities
EXP06032,87.5,Amazon,books and supplies,shopping
EXP06033,242.43,Home Depot,paint and brushes,shopping
EXP06034,44.25,PlayStation Store,game download,entertainment
EXP06035,155.31,State Farm,car insurance premium,insurance
EXP06036,191.93,Sports Authority,workout accessories,fitness
EXP06037,121.54,Trader Joe's,wine and cheese,food
EXP06038,1449.69,Apple Store,iPhone purchase,technology
EXP06039,65.09,Uber,ride to airport,transport
EXP06040,1983.8,Housing Authority,assisted housing,rent
EXP06041,158.53,Verizon,monthly phone plan,utilities
EXP06042,2044.98,Real Estate Rental,property rental,rent
EXP06043,223.24,Amazon Books,study materials,education
EXP06044,21.39,Planet Fitness,workout membership,fitness
EXP06045,13.57,Subway,6-inch turkey sub,food
EXP06046,202.21,State Farm,monthly car insurance,insurance
EXP06047,64.79,Water Department,utility water bill,utilities
EXP06048,36.29,Metro Transit,subway ticket,transport
EXP06049,228.25,Sports Authority,exercise gear,fitness
EXP06050,176.57,Walmart,pharmacy items,shopping
EXP06051,17.61,Uber,grocery store trip,transport
EXP06052,348.38,Hilton Hotels,travel accommodation,travel
EXP06053,3571.39,University,academic fees,education
EXP06054,7.1,McDonald's,Big Mac meal,food
EXP06055,1251.74,University,course registration,education
EXP06056,217.2,AT&T,internet and phone,utilities
EXP06057,686.89,Landlord Services,property rent,rent
EXP06058,54.08,Waste Management,waste pickup service,utilities
EXP06059,100.78,Chevron,full tank gas,transport
EXP06060,817.56,Expedia,flight and hotel,travel
EXP06061,109.41,Verizon,monthly phone plan,utilities
EXP06062,58.27,PlayStation Store,PS Plus subscription,entertainment
EXP06063,252.08,Blue Cross Blue Shield,health insurance premium,insurance
EXP06064,1022.97,Apple Store,MacBook laptop,technology
EXP06065,193.74,Best Buy,computer mouse,shopping
EXP06066,569.24,Samsung,phone accessories,technology
EXP06067,27.76,Yoga Studio,yoga membership,fitness
EXP06068,125.09,Trader Joe's,grocery run,food
EXP06069,14.76,Lyft,airport pickup,transport
EXP06070,211.6,Macy's,formal wear,shopping
EXP06071,21.08,PlayStation Store,digital game,entertainment
EXP06072,46.18,Uber,late night ride,transport
EXP06073,43.92,Uber,trip to downtown,transport
EXP06074,134.87,Nike Store,sports apparel,fitness
EXP06075,110.84,Progressive,driving insurance,insurance
EXP06076,56.88,Nike Store,athletic shoes,fitness
EXP06077,830.13,Microsoft Store,Windows software,technology
EXP06078,14.22,Disney+,annual subscription,entertainment
EXP06079,40.72,Uber,ride to airport,transport
EXP06080,510.21,Best Buy,phone charger,shopping
EXP06081,45.07,Coursera,online course,education
EXP06082,432.0,Campus Bookstore,course materials,education
EXP06083,295.1,Home Depot,lighting fixtures,shopping
EXP06084,1495.8,Property Management,rental payment,rent
EXP06085,23.33,Peoples Gas,natural gas bill,utilities
EXP06086,20.0,Water Department,water and sewer bill,utilities
EXP06087,75.23,LA Fitness,workout facility,fitness
EXP06088,92.93,Enterprise Rental,vacation car rental,travel
EXP06089,14.97,Subway,veggie delite,food
EXP06090,192.77,Physical Therapy,therapeutic care,healthcare
EXP06091,80.59,Walgreens,medical supplies,healthcare
EXP06092,34.13,Domino's,large supreme pizza,food
EXP06093,185.85,Southwest Airlines,business travel,travel
EXP06094,65.87,Verizon,monthly phone plan,utilities
EXP06095,29.51,Google Play,premium app,technology
EXP06096,201.84,State Farm,vehicle coverage,insurance
EXP06097,15.96,Planet Fitness,monthly gym membership,fitness
EXP06098,210.31,Sports Authority,fitness equipment,fitness
EXP06099,98.84,Walgreens,health products,healthcare
EXP06100,32.85,LA Fitness,monthly gym dues,fitness
EXP06101,90.63,Peoples Gas,heating bill,utilities
EXP06102,131.18,Walmart,pharmacy items,shopping
EXP06103,130.18,Amazon Tech,electronics order,technology
EXP06104,226.32,Progressive,car coverage,insurance
EXP06105,2927.07,University,academic fees,education
EXP06106,84.54,Personal Trainer,workout training,fitness
EXP06107,233.98,Sports Authority,fitness equipment,fitness
EXP06108,127.22,Best Buy,phone charger,shopping
EXP06109,141.28,Xfinity,monthly internet bill,utilities
EXP06110,109.2,Metro Transit,monthly bus pass,transport
EXP06111,16.75,Netflix,video streaming service,entertainment
EXP06112,17.77,Udemy,online learning,education
